month,fy,product_id,product_name,category,warehouse,opening_stock,stock_received,stock_sold,damaged_in_transit,closing_stock,transit_damage_pct,stockout_days,reorder_triggered,supplier_lead_days,po_raised,cost_of_goods_inr,holding_cost_inr,is_peak_month
Dec-2022,FY23,SD004,Chilli Hybrid Seeds,Seeds,Hyderabad Spoke,444,1083,1357,3,167,0.22,0,No,10,No,29854,55,Yes
Dec-2022,FY23,SD005,Marigold Seeds,Seeds,Mumbai Hub,1137,935,634,2,1436,0.32,0,No,6,No,10144,344,Yes
Dec-2022,FY23,SD006,Sunflower Seeds,Seeds,Talegaon Main (Pune),634,1789,583,1,1839,0.17,0,No,10,No,11660,551,Yes
Dec-2022,FY23,SD007,Petunia Seeds,Seeds,Hyderabad Spoke,690,517,398,3,806,0.75,0,No,5,No,11144,338,Yes
Dec-2022,FY23,SD008,Methi Seeds (100g),Seeds,Hyderabad Spoke,932,615,812,3,732,0.37,0,No,7,No,8120,109,Yes
Dec-2022,FY23,SD009,Basil Seeds,Seeds,Hyderabad Spoke,2134,1228,605,3,2754,0.5,0,No,10,No,9075,619,Yes
Dec-2022,FY23,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Delhi Hub,1595,1497,1557,3,1532,0.19,0,No,5,No,163485,2412,Yes
Dec-2022,FY23,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Talegaon Main (Pune),416,1878,458,0,1836,0.0,0,No,4,No,61830,3717,Yes
Dec-2022,FY23,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Hyderabad Spoke,1582,1910,1307,5,2180,0.38,0,No,9,No,274470,6867,Yes
Dec-2022,FY23,PT004,Classic Terracotta 6in,Pots & Planters,Talegaon Main (Pune),1225,918,475,5,1663,1.05,0,No,11,No,33250,1746,Yes
Dec-2022,FY23,PT005,Self-Watering Pot 7in,Pots & Planters,Talegaon Main (Pune),1985,1208,1020,2,2171,0.2,0,No,9,No,244800,7815,Yes
Dec-2022,FY23,PT006,Hanging Basket Planter,Pots & Planters,Delhi Hub,844,856,1127,4,569,0.35,0,No,7,No,185955,1408,Yes
Dec-2022,FY23,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Bengaluru Hub,762,1387,1184,0,965,0.0,0,No,12,No,461760,5645,Yes
Dec-2022,FY23,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Hyderabad Spoke,245,954,879,0,320,0.0,0,No,3,No,70320,384,Yes
Dec-2022,FY23,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Bengaluru Hub,1432,1119,964,2,1585,0.21,0,No,12,No,91580,2258,Yes
Dec-2022,FY23,FR002,Organic Vermicompost (2kg),Fertilisers,Talegaon Main (Pune),756,1860,488,5,2123,1.02,0,No,9,No,53680,3502,Yes
Dec-2022,FY23,FR003,Seaweed Liquid Fertiliser,Fertilisers,Talegaon Main (Pune),1525,1162,1130,5,1552,0.44,0,No,5,No,90400,1862,Yes
Dec-2022,FY23,FR004,Bone Meal Fertiliser (500g),Fertilisers,Hyderabad Spoke,1485,1014,944,5,1550,0.53,0,No,5,No,94400,2325,Yes
Dec-2022,FY23,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Delhi Hub,2265,1335,606,2,2992,0.33,0,No,12,No,42420,3141,Yes
Dec-2022,FY23,TL001,Garden Pruner – Stainless,Tools,Bengaluru Hub,1246,1697,1494,3,1446,0.2,0,No,11,No,216630,3145,Yes
Dec-2022,FY23,TL002,Watering Can 2L,Tools,Bengaluru Hub,2055,795,438,2,2410,0.46,0,No,3,No,41610,3434,Yes
Dec-2022,FY23,TL003,Premium Potting Mix 5kg,Tools,Bengaluru Hub,382,1688,1273,3,794,0.24,0,No,14,No,165490,1548,Yes
Dec-2022,FY23,TL004,Pebbles Decorative 500g,Tools,Delhi Hub,1595,1427,1526,3,1493,0.2,0,No,5,No,83930,1231,Yes
Dec-2022,FY23,TL005,Moisture Meter,Tools,Hyderabad Spoke,750,1220,783,0,1187,0.0,0,No,8,No,156600,3561,Yes
Dec-2022,FY23,GF001,Green Starter Kit,Gifting,Hyderabad Spoke,1385,435,1233,1,586,0.08,0,No,3,No,456210,3252,Yes
Dec-2022,FY23,GF002,Plant Parent Gift Box,Gifting,Mumbai Hub,361,1284,1059,1,585,0.09,0,No,6,No,698940,5791,Yes
Dec-2022,FY23,GF003,Festive Diwali Plant Hamper,Gifting,Talegaon Main (Pune),1455,1408,492,2,2369,0.41,0,No,12,No,541200,39088,Yes
Dec-2022,FY23,GF004,Corporate Desk Plant Set,Gifting,Bengaluru Hub,830,1712,717,5,1820,0.7,0,No,11,No,387180,14742,Yes
Dec-2022,FY23,GF005,Anniversary Succulent Box,Gifting,Hyderabad Spoke,373,1484,1364,0,493,0.0,0,No,6,No,586520,3179,Yes
Jan-2023,FY23,PL001,Monstera Deliciosa,Live Plants,Hyderabad Spoke,1538,612,1142,37,971,3.24,0,No,4,No,159880,2039,Yes
Jan-2023,FY23,PL002,Peace Lily,Live Plants,Hyderabad Spoke,1679,1052,1272,110,1349,8.65,0,No,14,No,114480,1821,Yes
Jan-2023,FY23,PL003,Snake Plant (Sansevieria),Live Plants,Delhi Hub,1249,830,836,33,1210,3.95,0,No,14,No,83600,1815,Yes
Jan-2023,FY23,PL004,Fiddle Leaf Fig,Live Plants,Hyderabad Spoke,1095,1666,1306,70,1385,5.36,0,No,6,No,391800,6232,Yes
Jan-2023,FY23,PL005,Golden Pothos,Live Plants,Mumbai Hub,600,672,1262,49,0,3.88,0,Yes,3,Yes,75720,0,Yes
Jan-2023,FY23,PL006,ZZ Plant,Live Plants,Delhi Hub,216,937,623,53,477,8.51,0,No,8,No,99680,1144,Yes
Jan-2023,FY23,PL007,Spider Plant,Live Plants,Mumbai Hub,1453,695,637,31,1480,4.87,0,No,11,No,47775,1665,Yes
Jan-2023,FY23,PL008,Money Plant (Epipremnum),Live Plants,Delhi Hub,1476,1344,494,19,2307,3.85,0,No,5,No,24700,1730,Yes
Jan-2023,FY23,PL009,Rubber Plant,Live Plants,Delhi Hub,2459,1142,322,12,3267,3.73,0,No,10,No,57960,8820,Yes
Jan-2023,FY23,PL010,Aglaonema Red,Live Plants,Hyderabad Spoke,1902,1220,1118,53,1951,4.74,0,No,13,No,234780,6145,Yes
Jan-2023,FY23,PL011,Rose – Red (Grafted),Live Plants,Delhi Hub,2190,1730,1001,84,2835,8.39,0,No,4,No,130130,5528,Yes
Jan-2023,FY23,PL012,Hibiscus – Pink,Live Plants,Hyderabad Spoke,934,514,1166,93,189,7.98,0,No,6,No,128260,311,Yes
Jan-2023,FY23,PL013,Bougainvillea,Live Plants,Mumbai Hub,633,1271,1451,62,391,4.27,0,No,13,No,166865,674,Yes
Jan-2023,FY23,PL014,Ixora,Live Plants,Talegaon Main (Pune),1365,1481,1527,69,1250,4.52,0,No,3,No,129795,1593,Yes
Jan-2023,FY23,PL015,Marigold Seedling,Live Plants,Delhi Hub,719,1004,1089,86,548,7.9,0,No,3,No,43560,328,Yes
Jan-2023,FY23,PL016,Aloe Vera,Live Plants,Bengaluru Hub,665,1754,1356,52,1011,3.83,0,No,8,No,108480,1213,Yes
Jan-2023,FY23,PL017,Cactus Mix (3 pack),Live Plants,Delhi Hub,1002,1374,1181,74,1121,6.27,0,No,12,No,76765,1092,Yes
Jan-2023,FY23,PL018,Echeveria Set of 3,Live Plants,Mumbai Hub,1638,712,1150,74,1126,6.43,0,No,14,No,109250,1604,Yes
Jan-2023,FY23,PL019,Areca Palm,Live Plants,Mumbai Hub,2477,1991,1229,62,3177,5.04,0,No,13,No,307250,11913,Yes
Jan-2023,FY23,PL020,Bamboo Palm,Live Plants,Hyderabad Spoke,1051,693,526,34,1184,6.46,0,No,10,No,142020,4795,Yes
Jan-2023,FY23,SD001,Cherry Tomato Seeds,Seeds,Talegaon Main (Pune),453,969,1294,3,125,0.23,0,No,9,No,23292,33,Yes
Jan-2023,FY23,SD002,Spinach Seeds (50g),Seeds,Mumbai Hub,545,792,723,0,614,0.0,0,No,14,No,10122,128,Yes
Jan-2023,FY23,SD003,Coriander Seeds (50g),Seeds,Hyderabad Spoke,1208,413,468,2,1151,0.43,0,No,9,No,5616,207,Yes
Jan-2023,FY23,SD004,Chilli Hybrid Seeds,Seeds,Talegaon Main (Pune),1697,894,857,5,1729,0.58,0,No,9,No,18854,570,Yes
Jan-2023,FY23,SD005,Marigold Seeds,Seeds,Talegaon Main (Pune),2321,1974,301,2,3992,0.66,0,No,10,No,4816,958,Yes
Jan-2023,FY23,SD006,Sunflower Seeds,Seeds,Delhi Hub,479,836,1305,1,9,0.08,5,Yes,14,Yes,26100,2,Yes
Jan-2023,FY23,SD007,Petunia Seeds,Seeds,Bengaluru Hub,853,779,901,4,727,0.44,0,No,14,No,25228,305,Yes
Jan-2023,FY23,SD008,Methi Seeds (100g),Seeds,Hyderabad Spoke,2418,562,1599,2,1379,0.13,0,No,9,No,15990,206,Yes
Jan-2023,FY23,SD009,Basil Seeds,Seeds,Hyderabad Spoke,2461,901,588,5,2769,0.85,0,No,3,No,8820,623,Yes
Jan-2023,FY23,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Delhi Hub,1336,660,966,5,1025,0.52,0,No,10,No,101430,1614,Yes
Jan-2023,FY23,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Hyderabad Spoke,1169,1456,1235,5,1385,0.4,0,No,9,No,166725,2804,Yes
Jan-2023,FY23,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Delhi Hub,1566,1865,1574,3,1854,0.19,0,No,4,No,330540,5840,Yes
Jan-2023,FY23,PT004,Classic Terracotta 6in,Pots & Planters,Hyderabad Spoke,1301,1082,965,5,1413,0.52,0,No,14,No,67550,1483,Yes
Jan-2023,FY23,PT005,Self-Watering Pot 7in,Pots & Planters,Talegaon Main (Pune),1831,1126,1055,1,1901,0.09,0,No,5,No,253200,6843,Yes
Jan-2023,FY23,PT006,Hanging Basket Planter,Pots & Planters,Talegaon Main (Pune),527,866,904,0,489,0.0,0,No,6,No,149160,1210,Yes
Jan-2023,FY23,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Talegaon Main (Pune),537,1629,1216,3,947,0.25,0,No,6,No,474240,5539,Yes
Jan-2023,FY23,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Talegaon Main (Pune),1725,1167,1258,5,1629,0.4,0,No,10,No,100640,1954,Yes
Jan-2023,FY23,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Talegaon Main (Pune),2288,535,370,4,2449,1.08,0,No,14,No,35150,3489,Yes
Jan-2023,FY23,FR002,Organic Vermicompost (2kg),Fertilisers,Mumbai Hub,391,1253,488,0,1156,0.0,0,No,4,No,53680,1907,Yes
Jan-2023,FY23,FR003,Seaweed Liquid Fertiliser,Fertilisers,Mumbai Hub,210,1718,420,1,1507,0.24,0,No,4,No,33600,1808,Yes
Jan-2023,FY23,FR004,Bone Meal Fertiliser (500g),Fertilisers,Bengaluru Hub,1075,961,813,2,1221,0.25,0,No,3,No,81300,1831,Yes
Jan-2023,FY23,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Mumbai Hub,1968,1258,1165,4,2057,0.34,0,No,13,No,81550,2159,Yes
Jan-2023,FY23,TL001,Garden Pruner – Stainless,Tools,Delhi Hub,1063,1399,863,3,1596,0.35,0,No,6,No,125135,3471,Yes
Jan-2023,FY23,TL002,Watering Can 2L,Tools,Hyderabad Spoke,1096,1521,1210,4,1403,0.33,0,No,8,No,114950,1999,Yes
Jan-2023,FY23,TL003,Premium Potting Mix 5kg,Tools,Delhi Hub,533,927,400,4,1056,1.0,0,No,3,No,52000,2059,Yes
Jan-2023,FY23,TL004,Pebbles Decorative 500g,Tools,Delhi Hub,1826,1874,1165,4,2531,0.34,0,No,5,No,64075,2088,Yes
Jan-2023,FY23,TL005,Moisture Meter,Tools,Bengaluru Hub,2276,1299,834,1,2740,0.12,0,No,9,No,166800,8220,Yes
Jan-2023,FY23,GF001,Green Starter Kit,Gifting,Delhi Hub,1628,756,902,0,1482,0.0,0,No,7,No,333740,8225,Yes
Jan-2023,FY23,GF002,Plant Parent Gift Box,Gifting,Delhi Hub,1599,1118,860,5,1852,0.58,0,No,7,No,567600,18334,Yes
Jan-2023,FY23,GF003,Festive Diwali Plant Hamper,Gifting,Delhi Hub,1767,1711,695,0,2783,0.0,0,No,3,No,764500,45919,Yes
Jan-2023,FY23,GF004,Corporate Desk Plant Set,Gifting,Delhi Hub,2230,663,1060,5,1828,0.47,0,No,14,No,572400,14806,Yes
Jan-2023,FY23,GF005,Anniversary Succulent Box,Gifting,Mumbai Hub,1245,1051,378,3,1915,0.79,0,No,7,No,162540,12351,Yes
Feb-2023,FY23,PL001,Monstera Deliciosa,Live Plants,Mumbai Hub,2205,1606,1079,69,2663,6.39,0,No,5,No,151060,5592,Yes
Feb-2023,FY23,PL002,Peace Lily,Live Plants,Delhi Hub,1621,1766,1536,112,1739,7.29,0,No,4,No,138240,2347,Yes
Feb-2023,FY23,PL003,Snake Plant (Sansevieria),Live Plants,Hyderabad Spoke,1365,1017,1171,72,1139,6.15,0,No,14,No,117100,1708,Yes
Feb-2023,FY23,PL004,Fiddle Leaf Fig,Live Plants,Hyderabad Spoke,2415,713,580,32,2516,5.52,0,No,7,No,174000,11322,Yes
Feb-2023,FY23,PL005,Golden Pothos,Live Plants,Talegaon Main (Pune),1352,928,791,56,1433,7.08,0,No,3,No,47460,1289,Yes
Feb-2023,FY23,PL006,ZZ Plant,Live Plants,Hyderabad Spoke,716,664,371,22,987,5.93,0,No,10,No,59360,2368,Yes
Feb-2023,FY23,PL007,Spider Plant,Live Plants,Hyderabad Spoke,2490,1628,904,68,3146,7.52,0,No,13,No,67800,3539,Yes
Feb-2023,FY23,PL008,Money Plant (Epipremnum),Live Plants,Talegaon Main (Pune),1611,796,1186,45,1176,3.79,0,No,13,No,59300,882,Yes
Feb-2023,FY23,PL009,Rubber Plant,Live Plants,Delhi Hub,2431,1409,790,69,2981,8.73,0,No,8,No,142200,8048,Yes
Feb-2023,FY23,PL010,Aglaonema Red,Live Plants,Bengaluru Hub,1833,1153,1418,64,1504,4.51,0,No,7,No,297780,4737,Yes
Feb-2023,FY23,PL011,Rose – Red (Grafted),Live Plants,Hyderabad Spoke,2255,1044,1469,53,1777,3.61,0,No,12,No,190970,3465,Yes
Feb-2023,FY23,PL012,Hibiscus – Pink,Live Plants,Hyderabad Spoke,1499,1557,442,39,2575,8.82,0,No,3,No,48620,4248,Yes
Feb-2023,FY23,PL013,Bougainvillea,Live Plants,Bengaluru Hub,2212,1085,951,45,2301,4.73,0,No,10,No,109365,3969,Yes
Feb-2023,FY23,PL014,Ixora,Live Plants,Hyderabad Spoke,1955,1387,1522,46,1774,3.02,0,No,8,No,129370,2261,Yes
Feb-2023,FY23,PL015,Marigold Seedling,Live Plants,Talegaon Main (Pune),2100,1440,438,37,3065,8.45,0,No,10,No,17520,1839,Yes
Feb-2023,FY23,PL016,Aloe Vera,Live Plants,Bengaluru Hub,890,1934,1011,41,1772,4.06,0,No,10,No,80880,2126,Yes
Feb-2023,FY23,PL017,Cactus Mix (3 pack),Live Plants,Mumbai Hub,1536,417,1243,101,609,8.13,0,No,11,No,80795,593,Yes
Feb-2023,FY23,PL018,Echeveria Set of 3,Live Plants,Delhi Hub,1745,1196,485,25,2431,5.15,0,No,7,No,46075,3464,Yes
Feb-2023,FY23,PL019,Areca Palm,Live Plants,Mumbai Hub,2029,1423,579,25,2848,4.32,0,No,9,No,144750,10680,Yes
Feb-2023,FY23,PL020,Bamboo Palm,Live Plants,Bengaluru Hub,2180,576,1055,89,1612,8.44,0,No,5,No,284850,6528,Yes
Feb-2023,FY23,SD001,Cherry Tomato Seeds,Seeds,Mumbai Hub,1023,1072,895,3,1197,0.34,0,No,14,No,16110,323,Yes
Feb-2023,FY23,SD002,Spinach Seeds (50g),Seeds,Delhi Hub,1533,1169,443,0,2259,0.0,0,No,9,No,6202,474,Yes
Feb-2023,FY23,SD003,Coriander Seeds (50g),Seeds,Mumbai Hub,1559,1117,339,0,2337,0.0,0,No,9,No,4068,420,Yes
Feb-2023,FY23,SD004,Chilli Hybrid Seeds,Seeds,Talegaon Main (Pune),2228,1418,1463,1,2182,0.07,0,No,7,No,32186,720,Yes
Feb-2023,FY23,SD005,Marigold Seeds,Seeds,Delhi Hub,1596,1959,1311,4,2240,0.31,0,No,5,No,20976,537,Yes
Feb-2023,FY23,SD006,Sunflower Seeds,Seeds,Hyderabad Spoke,879,1770,538,1,2110,0.19,0,No,6,No,10760,633,Yes
Feb-2023,FY23,SD007,Petunia Seeds,Seeds,Hyderabad Spoke,1954,922,735,2,2139,0.27,0,No,9,No,20580,898,Yes
Feb-2023,FY23,SD008,Methi Seeds (100g),Seeds,Hyderabad Spoke,348,1498,372,5,1469,1.34,0,No,4,No,3720,220,Yes
Feb-2023,FY23,SD009,Basil Seeds,Seeds,Mumbai Hub,389,1937,1424,0,902,0.0,0,No,13,No,21360,202,Yes
Feb-2023,FY23,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Hyderabad Spoke,965,1781,1531,0,1215,0.0,0,No,11,No,160755,1913,Yes
Feb-2023,FY23,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Delhi Hub,533,1757,1248,3,1039,0.24,0,No,6,No,168480,2103,Yes
Feb-2023,FY23,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Hyderabad Spoke,1636,720,668,1,1687,0.15,0,No,11,No,140280,5314,Yes
Feb-2023,FY23,PT004,Classic Terracotta 6in,Pots & Planters,Mumbai Hub,1091,1841,796,0,2136,0.0,0,No,11,No,55720,2242,Yes
Feb-2023,FY23,PT005,Self-Watering Pot 7in,Pots & Planters,Bengaluru Hub,438,841,1152,1,126,0.09,0,No,14,No,276480,453,Yes
Feb-2023,FY23,PT006,Hanging Basket Planter,Pots & Planters,Hyderabad Spoke,1698,589,1041,2,1244,0.19,0,No,8,No,171765,3078,Yes
Feb-2023,FY23,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Talegaon Main (Pune),1045,959,733,3,1268,0.41,0,No,13,No,285870,7417,Yes
Feb-2023,FY23,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Bengaluru Hub,265,1823,1016,5,1067,0.49,0,No,4,No,81280,1280,Yes
Feb-2023,FY23,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Bengaluru Hub,1741,1803,976,5,2563,0.51,0,No,3,No,92720,3652,Yes
Feb-2023,FY23,FR002,Organic Vermicompost (2kg),Fertilisers,Delhi Hub,287,1631,1286,5,627,0.39,0,No,9,No,141460,1034,Yes
Feb-2023,FY23,FR003,Seaweed Liquid Fertiliser,Fertilisers,Bengaluru Hub,1401,581,886,1,1095,0.11,0,No,9,No,70880,1314,Yes
Feb-2023,FY23,FR004,Bone Meal Fertiliser (500g),Fertilisers,Mumbai Hub,2443,917,1126,2,2232,0.18,0,No,13,No,112600,3348,Yes
Feb-2023,FY23,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Talegaon Main (Pune),2312,1485,883,1,2913,0.11,0,No,10,No,61810,3058,Yes
Feb-2023,FY23,TL001,Garden Pruner – Stainless,Tools,Delhi Hub,322,703,903,5,117,0.55,0,No,3,No,130935,254,Yes
Feb-2023,FY23,TL002,Watering Can 2L,Tools,Mumbai Hub,1408,1500,744,3,2161,0.4,0,No,12,No,70680,3079,Yes
Feb-2023,FY23,TL003,Premium Potting Mix 5kg,Tools,Hyderabad Spoke,465,795,1250,4,6,0.32,2,Yes,8,Yes,162500,11,Yes
Feb-2023,FY23,TL004,Pebbles Decorative 500g,Tools,Talegaon Main (Pune),869,1072,1365,4,572,0.29,0,No,6,No,75075,471,Yes
Feb-2023,FY23,TL005,Moisture Meter,Tools,Bengaluru Hub,287,553,830,0,10,0.0,0,Yes,7,Yes,166000,30,Yes
Feb-2023,FY23,GF001,Green Starter Kit,Gifting,Bengaluru Hub,2092,862,1557,4,1393,0.26,0,No,11,No,576090,7731,Yes
Feb-2023,FY23,GF002,Plant Parent Gift Box,Gifting,Hyderabad Spoke,1091,1529,1056,3,1561,0.28,0,No,3,No,696960,15453,Yes
Feb-2023,FY23,GF003,Festive Diwali Plant Hamper,Gifting,Talegaon Main (Pune),1666,793,1061,2,1396,0.19,0,No,12,No,1167100,23034,Yes
Feb-2023,FY23,GF004,Corporate Desk Plant Set,Gifting,Hyderabad Spoke,882,1595,1463,1,1013,0.07,0,No,8,No,790020,8205,Yes
Feb-2023,FY23,GF005,Anniversary Succulent Box,Gifting,Bengaluru Hub,1622,1807,918,0,2511,0.0,0,No,13,No,394740,16195,Yes
Mar-2023,FY23,PL001,Monstera Deliciosa,Live Plants,Mumbai Hub,384,350,724,61,0,8.43,5,Yes,10,Yes,101360,0,No
Mar-2023,FY23,PL002,Peace Lily,Live Plants,Hyderabad Spoke,1165,732,532,24,1341,4.51,0,No,3,No,47880,1810,No
Mar-2023,FY23,PL003,Snake Plant (Sansevieria),Live Plants,Bengaluru Hub,1461,688,211,14,1924,6.64,0,No,6,No,21100,2886,No
Mar-2023,FY23,PL004,Fiddle Leaf Fig,Live Plants,Delhi Hub,706,528,197,18,1019,9.14,0,No,13,No,59100,4585,No
Mar-2023,FY23,PL005,Golden Pothos,Live Plants,Talegaon Main (Pune),1280,976,439,34,1783,7.74,0,No,10,No,26340,1604,No
Mar-2023,FY23,PL006,ZZ Plant,Live Plants,Hyderabad Spoke,617,375,813,42,137,5.17,0,No,13,No,130080,328,No
Mar-2023,FY23,PL007,Spider Plant,Live Plants,Hyderabad Spoke,2389,504,276,24,2593,8.7,0,No,8,No,20700,2917,No
Mar-2023,FY23,PL008,Money Plant (Epipremnum),Live Plants,Talegaon Main (Pune),1287,304,206,18,1367,8.74,0,No,13,No,10300,1025,No
Mar-2023,FY23,PL009,Rubber Plant,Live Plants,Bengaluru Hub,469,577,575,42,429,7.3,0,No,13,No,103500,1158,No
Mar-2023,FY23,PL010,Aglaonema Red,Live Plants,Bengaluru Hub,1037,791,816,49,963,6.0,0,No,4,No,171360,3033,No
Mar-2023,FY23,PL011,Rose – Red (Grafted),Live Plants,Bengaluru Hub,1381,257,280,18,1340,6.43,0,No,6,No,36400,2613,No
Mar-2023,FY23,PL012,Hibiscus – Pink,Live Plants,Delhi Hub,1566,863,628,61,1740,9.71,0,No,7,No,69080,2871,No
Mar-2023,FY23,PL013,Bougainvillea,Live Plants,Hyderabad Spoke,2039,475,226,21,2267,9.29,0,No,5,No,25990,3910,No
Mar-2023,FY23,PL014,Ixora,Live Plants,Talegaon Main (Pune),847,1084,458,21,1452,4.59,0,No,7,No,38930,1851,No
Mar-2023,FY23,PL015,Marigold Seedling,Live Plants,Talegaon Main (Pune),1557,466,703,55,1265,7.82,0,No,13,No,28120,759,No
Mar-2023,FY23,PL016,Aloe Vera,Live Plants,Mumbai Hub,554,848,639,54,709,8.45,0,No,7,No,51120,850,No
Mar-2023,FY23,PL017,Cactus Mix (3 pack),Live Plants,Talegaon Main (Pune),1730,173,588,51,1264,8.67,0,No,5,No,38220,1232,No
Mar-2023,FY23,PL018,Echeveria Set of 3,Live Plants,Talegaon Main (Pune),860,423,854,51,378,5.97,0,No,7,No,81130,538,No
Mar-2023,FY23,PL019,Areca Palm,Live Plants,Mumbai Hub,313,693,865,48,93,5.55,0,No,12,No,216250,348,No
Mar-2023,FY23,PL020,Bamboo Palm,Live Plants,Delhi Hub,1757,928,355,29,2301,8.17,0,No,11,No,95850,9319,No
Mar-2023,FY23,SD001,Cherry Tomato Seeds,Seeds,Hyderabad Spoke,239,905,834,0,310,0.0,0,No,14,No,15012,83,No
Mar-2023,FY23,SD002,Spinach Seeds (50g),Seeds,Bengaluru Hub,755,885,195,2,1443,1.03,0,No,5,No,2730,303,No
Mar-2023,FY23,SD003,Coriander Seeds (50g),Seeds,Delhi Hub,1979,108,508,4,1575,0.79,0,No,5,No,6096,283,No
Mar-2023,FY23,SD004,Chilli Hybrid Seeds,Seeds,Talegaon Main (Pune),2289,718,806,4,2197,0.5,0,No,3,No,17732,725,No
Mar-2023,FY23,SD005,Marigold Seeds,Seeds,Hyderabad Spoke,2084,510,152,3,2439,1.97,0,No,12,No,2432,585,No
Mar-2023,FY23,SD006,Sunflower Seeds,Seeds,Talegaon Main (Pune),2125,150,191,3,2081,1.57,0,No,3,No,3820,624,No
Mar-2023,FY23,SD007,Petunia Seeds,Seeds,Mumbai Hub,2048,696,584,3,2157,0.51,0,No,3,No,16352,905,No
Mar-2023,FY23,SD008,Methi Seeds (100g),Seeds,Bengaluru Hub,1967,220,399,3,1785,0.75,0,No,13,No,3990,267,No
Mar-2023,FY23,SD009,Basil Seeds,Seeds,Delhi Hub,1500,156,571,0,1085,0.0,0,No,13,No,8565,244,No
Mar-2023,FY23,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Delhi Hub,881,728,635,2,972,0.31,0,No,9,No,66675,1530,No
Mar-2023,FY23,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Hyderabad Spoke,1795,921,645,2,2069,0.31,0,No,6,No,87075,4189,No
Mar-2023,FY23,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Talegaon Main (Pune),411,340,741,4,6,0.54,5,Yes,13,Yes,155610,18,No
Mar-2023,FY23,PT004,Classic Terracotta 6in,Pots & Planters,Bengaluru Hub,1180,1096,416,2,1858,0.48,0,No,4,No,29120,1950,No
Mar-2023,FY23,PT005,Self-Watering Pot 7in,Pots & Planters,Mumbai Hub,970,733,811,1,891,0.12,0,No,11,No,194640,3207,No
Mar-2023,FY23,PT006,Hanging Basket Planter,Pots & Planters,Delhi Hub,2330,463,334,4,2455,1.2,0,No,14,No,55110,6076,No
Mar-2023,FY23,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Mumbai Hub,2073,1025,352,0,2746,0.0,0,No,13,No,137280,16064,No
Mar-2023,FY23,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Hyderabad Spoke,2020,1019,521,2,2516,0.38,0,No,14,No,41680,3019,No
Mar-2023,FY23,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Mumbai Hub,2273,1160,779,2,2652,0.26,0,No,5,No,74005,3779,No
Mar-2023,FY23,FR002,Organic Vermicompost (2kg),Fertilisers,Bengaluru Hub,872,1000,199,0,1673,0.0,0,No,13,No,21890,2760,No
Mar-2023,FY23,FR003,Seaweed Liquid Fertiliser,Fertilisers,Mumbai Hub,2330,982,407,0,2905,0.0,0,No,12,No,32560,3486,No
Mar-2023,FY23,FR004,Bone Meal Fertiliser (500g),Fertilisers,Talegaon Main (Pune),2251,972,717,4,2502,0.56,0,No,4,No,71700,3753,No
Mar-2023,FY23,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Mumbai Hub,1989,627,156,1,2459,0.64,0,No,3,No,10920,2581,No
Mar-2023,FY23,TL001,Garden Pruner – Stainless,Tools,Talegaon Main (Pune),1735,922,310,0,2347,0.0,0,No,13,No,44950,5104,No
Mar-2023,FY23,TL002,Watering Can 2L,Tools,Mumbai Hub,1975,569,212,3,2329,1.42,0,No,14,No,20140,3318,No
Mar-2023,FY23,TL003,Premium Potting Mix 5kg,Tools,Hyderabad Spoke,326,746,864,5,203,0.58,0,No,14,No,112320,395,No
Mar-2023,FY23,TL004,Pebbles Decorative 500g,Tools,Talegaon Main (Pune),227,1044,341,5,925,1.47,0,No,5,No,18755,763,No
Mar-2023,FY23,TL005,Moisture Meter,Tools,Mumbai Hub,2448,630,590,4,2484,0.68,0,No,10,No,118000,7452,No
