month,fy,city,state,channel,total_orders,revenue_inr,avg_order_value_inr,units_sold,new_customers,returning_customers,returns,return_rate_pct,cancellations,discount_orders_pct,avg_discount_pct,city_tier
Nov-2022,FY23,Pune,Maharashtra,Corporate Gifting,947,861822,906,1231,274,360,52,5.5,48,34.1,11.3,Metro
Nov-2022,FY23,Pune,Maharashtra,Meesho,357,364302,1034,512,133,111,39,11.1,15,32.7,15.0,Metro
Nov-2022,FY23,Hyderabad,Telangana,Amazon,1750,2272424,1299,3016,318,829,211,12.1,103,35.6,8.2,Metro
Nov-2022,FY23,Hyderabad,Telangana,Flipkart,1341,1772770,1322,2303,252,647,67,5.0,62,22.3,14.0,Metro
Nov-2022,FY23,Hyderabad,Telangana,Ugaoo Website,999,1590471,1597,1644,229,305,85,8.6,31,38.0,15.4,Metro
Nov-2022,FY23,Hyderabad,Telangana,Blinkit,514,509388,993,774,193,184,64,12.5,23,38.9,9.5,Metro
Nov-2022,FY23,Hyderabad,Telangana,Zepto,403,426536,1055,658,86,184,30,7.5,13,20.8,15.4,Metro
Nov-2022,FY23,Hyderabad,Telangana,Retail Store,1061,1099725,1040,1433,368,326,110,10.4,21,44.7,7.2,Metro
Nov-2022,FY23,Hyderabad,Telangana,Corporate Gifting,724,696741,959,1124,301,308,81,11.2,42,26.6,5.9,Metro
Nov-2022,FY23,Hyderabad,Telangana,Meesho,270,372437,1370,298,59,127,16,6.2,8,26.1,17.0,Metro
Nov-2022,FY23,Chennai,Tamil Nadu,Amazon,1187,1819653,1530,1803,492,487,103,8.7,50,39.7,16.9,Non-Metro
Nov-2022,FY23,Chennai,Tamil Nadu,Flipkart,1025,1272747,1240,1822,302,521,119,11.7,52,37.6,14.5,Non-Metro
Nov-2022,FY23,Chennai,Tamil Nadu,Ugaoo Website,938,1297542,1388,1546,315,414,114,12.2,49,20.5,17.1,Non-Metro
Nov-2022,FY23,Chennai,Tamil Nadu,Blinkit,465,697083,1498,783,127,153,59,12.9,16,27.9,14.3,Non-Metro
Nov-2022,FY23,Chennai,Tamil Nadu,Zepto,298,274330,909,419,111,153,37,12.5,9,32.8,7.8,Non-Metro
Nov-2022,FY23,Chennai,Tamil Nadu,Retail Store,738,1030200,1402,862,272,297,81,11.1,38,36.2,15.2,Non-Metro
Nov-2022,FY23,Chennai,Tamil Nadu,Corporate Gifting,691,616891,889,1194,249,347,60,8.8,22,24.7,13.2,Non-Metro
Nov-2022,FY23,Chennai,Tamil Nadu,Meesho,157,157217,1013,262,30,60,10,6.8,3,24.7,8.3,Non-Metro
Nov-2022,FY23,Kolkata,West Bengal,Amazon,710,840502,1179,1140,252,213,90,12.8,29,28.6,8.8,Non-Metro
Nov-2022,FY23,Kolkata,West Bengal,Flipkart,630,851528,1354,945,199,214,74,11.8,16,35.4,6.4,Non-Metro
Nov-2022,FY23,Kolkata,West Bengal,Ugaoo Website,510,641965,1251,702,143,255,51,10.1,13,34.2,13.4,Non-Metro
Nov-2022,FY23,Kolkata,West Bengal,Blinkit,300,453306,1500,524,73,113,33,11.0,13,42.0,6.0,Non-Metro
Nov-2022,FY23,Kolkata,West Bengal,Zepto,244,207317,856,302,73,108,27,11.4,9,25.8,15.1,Non-Metro
Nov-2022,FY23,Kolkata,West Bengal,Retail Store,552,518733,947,774,143,282,61,11.2,14,25.3,7.6,Non-Metro
Nov-2022,FY23,Kolkata,West Bengal,Corporate Gifting,198,291247,1488,320,55,62,18,9.2,10,40.0,5.1,Non-Metro
Nov-2022,FY23,Kolkata,West Bengal,Meesho,140,122033,861,209,47,57,7,5.4,4,37.4,14.8,Non-Metro
Nov-2022,FY23,Ahmedabad,Gujarat,Amazon,793,910921,1148,984,258,277,57,7.2,17,35.4,13.3,Non-Metro
Nov-2022,FY23,Ahmedabad,Gujarat,Flipkart,431,602986,1408,632,99,168,45,10.6,12,31.8,15.7,Non-Metro
Nov-2022,FY23,Ahmedabad,Gujarat,Ugaoo Website,399,491618,1221,499,140,202,49,12.3,11,34.0,17.4,Non-Metro
Nov-2022,FY23,Ahmedabad,Gujarat,Blinkit,196,218888,1092,278,62,91,15,8.0,4,44.8,6.0,Non-Metro
Nov-2022,FY23,Ahmedabad,Gujarat,Zepto,100,137459,1350,142,22,31,10,10.4,4,40.4,12.3,Non-Metro
Nov-2022,FY23,Ahmedabad,Gujarat,Retail Store,584,750573,1292,870,112,247,58,10.1,12,26.4,15.7,Non-Metro
Nov-2022,FY23,Ahmedabad,Gujarat,Corporate Gifting,294,441979,1499,365,101,118,24,8.3,6,23.1,11.7,Non-Metro
Nov-2022,FY23,Ahmedabad,Gujarat,Meesho,76,120447,1568,86,17,36,8,10.7,3,21.1,9.2,Non-Metro
Nov-2022,FY23,Jaipur,Rajasthan,Amazon,503,670538,1343,575,90,275,58,11.6,29,22.7,9.6,Non-Metro
Nov-2022,FY23,Jaipur,Rajasthan,Flipkart,419,652830,1567,608,170,133,53,12.7,24,20.0,12.3,Non-Metro
Nov-2022,FY23,Jaipur,Rajasthan,Ugaoo Website,256,309229,1211,394,64,132,14,5.6,5,25.5,6.8,Non-Metro
Nov-2022,FY23,Jaipur,Rajasthan,Blinkit,172,264827,1564,237,46,82,11,6.7,7,26.3,17.1,Non-Metro
Nov-2022,FY23,Jaipur,Rajasthan,Zepto,154,231212,1532,220,49,47,18,11.9,8,20.0,19.6,Non-Metro
Nov-2022,FY23,Jaipur,Rajasthan,Retail Store,225,317116,1391,271,63,77,18,8.3,8,40.3,8.2,Non-Metro
Nov-2022,FY23,Jaipur,Rajasthan,Corporate Gifting,116,162189,1387,186,34,58,6,5.2,2,34.1,16.4,Non-Metro
Nov-2022,FY23,Jaipur,Rajasthan,Meesho,61,97002,1596,88,15,31,7,12.8,3,43.8,9.1,Non-Metro
Nov-2022,FY23,Gurgaon,Haryana,Amazon,401,618480,1538,457,73,208,51,12.9,18,23.3,12.4,Non-Metro
Nov-2022,FY23,Gurgaon,Haryana,Flipkart,311,477982,1521,484,113,104,35,11.3,17,27.7,14.6,Non-Metro
Nov-2022,FY23,Gurgaon,Haryana,Ugaoo Website,215,250800,1187,316,86,72,19,9.3,6,30.2,11.3,Non-Metro
Nov-2022,FY23,Gurgaon,Haryana,Blinkit,200,267548,1342,315,77,109,14,7.4,11,23.8,9.5,Non-Metro
Nov-2022,FY23,Gurgaon,Haryana,Zepto,117,132274,1147,129,41,43,6,5.4,3,36.3,11.9,Non-Metro
Nov-2022,FY23,Gurgaon,Haryana,Retail Store,356,473526,1331,444,111,150,42,11.9,14,35.3,16.3,Non-Metro
Nov-2022,FY23,Gurgaon,Haryana,Corporate Gifting,150,226529,1521,268,27,72,8,5.5,4,24.0,5.1,Non-Metro
Nov-2022,FY23,Gurgaon,Haryana,Meesho,67,84538,1320,78,24,32,4,7.3,3,29.8,9.2,Non-Metro
Nov-2022,FY23,Noida,Uttar Pradesh,Amazon,190,236352,1257,235,63,97,20,11.0,11,29.4,19.6,Non-Metro
Nov-2022,FY23,Noida,Uttar Pradesh,Flipkart,190,207615,1073,305,75,99,16,8.9,10,38.0,14.3,Non-Metro
Nov-2022,FY23,Noida,Uttar Pradesh,Ugaoo Website,143,144138,1042,158,46,55,14,10.4,4,35.7,15.9,Non-Metro
Nov-2022,FY23,Noida,Uttar Pradesh,Blinkit,69,108005,1546,106,27,36,7,10.6,2,26.7,17.1,Non-Metro
Nov-2022,FY23,Noida,Uttar Pradesh,Zepto,66,83617,1317,110,15,22,6,10.6,1,32.9,15.0,Non-Metro
Nov-2022,FY23,Noida,Uttar Pradesh,Retail Store,164,218849,1322,209,35,61,13,8.1,5,42.0,11.8,Non-Metro
Nov-2022,FY23,Noida,Uttar Pradesh,Corporate Gifting,91,87898,918,115,23,41,11,12.3,2,37.6,12.7,Non-Metro
Nov-2022,FY23,Noida,Uttar Pradesh,Meesho,29,44259,1494,39,11,9,2,9.8,1,31.0,15.7,Non-Metro
Nov-2022,FY23,Nashik,Maharashtra,Amazon,181,171234,939,323,68,61,16,9.3,9,34.5,8.5,Non-Metro
Nov-2022,FY23,Nashik,Maharashtra,Flipkart,127,166953,1284,155,36,58,11,9.4,2,30.8,6.4,Non-Metro
Nov-2022,FY23,Nashik,Maharashtra,Ugaoo Website,128,118651,908,174,29,68,13,10.7,3,32.3,14.2,Non-Metro
Nov-2022,FY23,Nashik,Maharashtra,Blinkit,52,65562,1273,58,20,22,2,5.7,1,44.3,13.2,Non-Metro
Nov-2022,FY23,Nashik,Maharashtra,Zepto,71,97641,1433,99,21,32,6,8.5,1,38.4,10.2,Non-Metro
Nov-2022,FY23,Nashik,Maharashtra,Retail Store,216,324579,1513,278,77,99,17,7.9,9,18.7,12.1,Non-Metro
Nov-2022,FY23,Nashik,Maharashtra,Corporate Gifting,66,88134,1301,115,12,29,7,11.0,3,43.0,19.6,Non-Metro
Nov-2022,FY23,Nashik,Maharashtra,Meesho,26,20770,941,31,5,9,1,7.5,1,34.0,5.7,Non-Metro
Nov-2022,FY23,Bhopal,Madhya Pradesh,Amazon,222,195369,882,348,63,99,15,7.0,7,25.7,15.6,Non-Metro
Nov-2022,FY23,Bhopal,Madhya Pradesh,Flipkart,137,202842,1490,217,54,74,8,6.4,7,40.1,7.9,Non-Metro
Nov-2022,FY23,Bhopal,Madhya Pradesh,Ugaoo Website,135,138012,1034,167,30,59,14,10.4,2,23.2,6.7,Non-Metro
Nov-2022,FY23,Bhopal,Madhya Pradesh,Blinkit,66,62727,934,95,27,24,3,5.8,3,35.0,17.1,Non-Metro
Nov-2022,FY23,Bhopal,Madhya Pradesh,Zepto,79,86490,1041,128,29,26,8,10.8,4,42.6,5.3,Non-Metro
Nov-2022,FY23,Bhopal,Madhya Pradesh,Retail Store,128,148795,1166,212,47,55,7,5.6,4,18.5,13.2,Non-Metro
Nov-2022,FY23,Bhopal,Madhya Pradesh,Corporate Gifting,58,83361,1373,81,23,17,4,8.4,1,31.6,11.3,Non-Metro
Nov-2022,FY23,Bhopal,Madhya Pradesh,Meesho,31,34793,1105,53,7,15,2,6.9,1,38.3,5.0,Non-Metro
Nov-2022,FY23,Indore,Madhya Pradesh,Amazon,145,218120,1497,226,46,64,16,11.2,6,40.4,10.1,Non-Metro
Nov-2022,FY23,Indore,Madhya Pradesh,Flipkart,125,164853,1305,164,24,46,9,7.2,4,39.8,13.6,Non-Metro
Nov-2022,FY23,Indore,Madhya Pradesh,Ugaoo Website,164,159032,985,204,50,83,14,9.1,3,21.4,17.1,Non-Metro
Nov-2022,FY23,Indore,Madhya Pradesh,Blinkit,93,128941,1393,119,27,31,8,9.0,3,39.4,14.2,Non-Metro
Nov-2022,FY23,Indore,Madhya Pradesh,Zepto,65,74514,1112,111,24,28,3,5.8,2,40.5,17.4,Non-Metro
Nov-2022,FY23,Indore,Madhya Pradesh,Retail Store,173,268129,1574,210,71,72,16,9.7,4,28.4,14.0,Non-Metro
Nov-2022,FY23,Indore,Madhya Pradesh,Corporate Gifting,90,133717,1524,110,21,38,6,7.5,4,31.6,14.2,Non-Metro
Nov-2022,FY23,Indore,Madhya Pradesh,Meesho,32,39683,1336,42,7,12,4,12.6,0,37.4,12.0,Non-Metro
Dec-2022,FY23,Bengaluru,Karnataka,Amazon,5004,5810440,1161,6512,1928,2635,540,10.8,298,28.6,11.7,Metro
Dec-2022,FY23,Bengaluru,Karnataka,Flipkart,3105,2944549,949,5228,869,1602,369,11.9,150,33.9,6.6,Metro
Dec-2022,FY23,Bengaluru,Karnataka,Ugaoo Website,3375,3537968,1047,4913,1309,1626,266,7.9,73,38.1,17.8,Metro
Dec-2022,FY23,Bengaluru,Karnataka,Blinkit,2147,3039539,1416,3422,653,783,130,6.1,96,33.1,10.8,Metro
Dec-2022,FY23,Bengaluru,Karnataka,Zepto,1332,1483364,1112,1836,313,527,95,7.2,37,18.6,5.7,Metro
Dec-2022,FY23,Bengaluru,Karnataka,Retail Store,3752,4084453,1088,6062,1387,1310,352,9.4,194,29.3,13.1,Metro
Dec-2022,FY23,Bengaluru,Karnataka,Corporate Gifting,1883,2969279,1578,2748,447,954,141,7.5,48,39.9,7.2,Metro
Dec-2022,FY23,Bengaluru,Karnataka,Meesho,847,933910,1107,1433,290,418,76,9.0,19,29.4,8.8,Metro
Dec-2022,FY23,Mumbai,Maharashtra,Amazon,3795,4223913,1112,4337,1401,1928,462,12.2,227,36.4,16.5,Metro
Dec-2022,FY23,Mumbai,Maharashtra,Flipkart,3238,3288898,1016,5028,950,998,378,11.7,181,30.3,9.7,Metro
Dec-2022,FY23,Mumbai,Maharashtra,Ugaoo Website,2376,3170770,1335,3927,922,904,237,10.0,69,20.6,16.1,Metro
Dec-2022,FY23,Mumbai,Maharashtra,Blinkit,1046,1560396,1493,1682,350,532,73,7.0,47,18.7,12.1,Metro
Dec-2022,FY23,Mumbai,Maharashtra,Zepto,1827,1660670,911,3003,504,791,96,5.3,106,32.0,11.2,Metro
Dec-2022,FY23,Mumbai,Maharashtra,Retail Store,3505,3656409,1044,5463,750,1201,452,12.9,130,37.8,14.1,Metro
Dec-2022,FY23,Mumbai,Maharashtra,Corporate Gifting,1253,1543926,1232,1867,525,518,156,12.5,55,44.1,11.0,Metro
Dec-2022,FY23,Mumbai,Maharashtra,Meesho,476,416898,874,534,89,229,26,5.5,24,32.3,6.6,Metro
Dec-2022,FY23,Delhi,Delhi,Amazon,3034,3667883,1209,4297,825,1281,333,11.0,111,30.4,19.3,Metro
Dec-2022,FY23,Delhi,Delhi,Flipkart,2023,3215040,1589,2249,782,750,127,6.3,74,26.0,9.5,Metro
Dec-2022,FY23,Delhi,Delhi,Ugaoo Website,1880,1879992,1000,2418,520,781,105,5.6,47,31.5,18.0,Metro
Dec-2022,FY23,Delhi,Delhi,Blinkit,814,897735,1100,1105,151,389,45,5.6,45,34.1,10.1,Metro
Dec-2022,FY23,Delhi,Delhi,Zepto,1081,1204900,1119,1200,243,571,92,8.6,26,22.4,9.5,Metro
Dec-2022,FY23,Delhi,Delhi,Retail Store,2245,3221136,1434,2578,887,875,150,6.7,127,20.4,19.2,Metro
Dec-2022,FY23,Delhi,Delhi,Corporate Gifting,1395,1196506,859,1747,478,704,132,9.5,31,22.8,19.7,Metro
Dec-2022,FY23,Delhi,Delhi,Meesho,375,546991,1458,515,100,182,36,9.8,14,27.1,10.8,Metro
Dec-2022,FY23,Pune,Maharashtra,Amazon,2178,2468478,1132,3397,568,921,263,12.1,47,20.0,15.8,Metro
Dec-2022,FY23,Pune,Maharashtra,Flipkart,1789,2862227,1598,3062,715,614,200,11.2,75,44.1,6.6,Metro
Dec-2022,FY23,Pune,Maharashtra,Ugaoo Website,2160,1976423,913,2586,875,778,222,10.3,43,30.3,12.6,Metro
Dec-2022,FY23,Pune,Maharashtra,Blinkit,934,963354,1027,1641,255,426,63,6.8,19,44.0,19.9,Metro
Dec-2022,FY23,Pune,Maharashtra,Zepto,781,1004453,1282,1103,189,274,91,11.7,42,24.9,9.2,Metro
Dec-2022,FY23,Pune,Maharashtra,Retail Store,1701,2403998,1415,1946,533,783,142,8.4,46,19.1,17.7,Metro
Dec-2022,FY23,Pune,Maharashtra,Corporate Gifting,972,1118835,1153,1434,316,436,105,10.9,36,40.4,13.5,Metro
Dec-2022,FY23,Pune,Maharashtra,Meesho,294,347316,1185,459,92,159,18,6.2,13,43.9,9.9,Metro
Dec-2022,FY23,Hyderabad,Telangana,Amazon,1359,1684554,1236,1601,461,549,152,11.2,42,25.6,6.9,Metro
Dec-2022,FY23,Hyderabad,Telangana,Flipkart,1258,1133259,897,1829,246,505,99,7.9,58,40.2,11.1,Metro
Dec-2022,FY23,Hyderabad,Telangana,Ugaoo Website,1173,1460754,1247,1779,221,548,106,9.1,62,33.8,11.4,Metro
Dec-2022,FY23,Hyderabad,Telangana,Blinkit,501,704506,1408,802,161,219,31,6.3,25,27.9,16.2,Metro
Dec-2022,FY23,Hyderabad,Telangana,Zepto,607,851938,1399,1072,203,193,49,8.1,27,20.8,10.8,Metro
Dec-2022,FY23,Hyderabad,Telangana,Retail Store,1118,999930,890,1864,241,601,69,6.2,63,27.0,19.1,Metro
Dec-2022,FY23,Hyderabad,Telangana,Corporate Gifting,625,756737,1210,794,179,343,40,6.5,31,36.3,16.9,Metro
Dec-2022,FY23,Hyderabad,Telangana,Meesho,223,215743,986,261,87,70,24,11.0,10,18.3,16.6,Metro
Dec-2022,FY23,Chennai,Tamil Nadu,Amazon,1063,1146974,1080,1651,287,400,96,9.1,57,25.4,19.4,Non-Metro
Dec-2022,FY23,Chennai,Tamil Nadu,Flipkart,1021,987547,969,1656,342,331,102,10.0,42,33.9,6.0,Non-Metro
Dec-2022,FY23,Chennai,Tamil Nadu,Ugaoo Website,579,578891,1006,724,137,240,45,7.8,30,42.9,5.1,Non-Metro
Dec-2022,FY23,Chennai,Tamil Nadu,Blinkit,457,508240,1114,507,91,171,34,7.6,27,43.6,19.0,Non-Metro
Dec-2022,FY23,Chennai,Tamil Nadu,Zepto,274,335020,1208,463,72,134,28,10.4,6,37.5,18.6,Non-Metro
Dec-2022,FY23,Chennai,Tamil Nadu,Retail Store,639,676579,1051,831,165,218,66,10.4,23,32.6,11.2,Non-Metro
Dec-2022,FY23,Chennai,Tamil Nadu,Corporate Gifting,519,499242,956,864,191,221,25,5.0,30,30.3,14.5,Non-Metro
Dec-2022,FY23,Chennai,Tamil Nadu,Meesho,163,179907,1100,208,66,56,11,7.0,5,27.5,10.7,Non-Metro
Dec-2022,FY23,Kolkata,West Bengal,Amazon,904,1265628,1405,1059,271,457,52,5.8,41,39.4,15.3,Non-Metro
Dec-2022,FY23,Kolkata,West Bengal,Flipkart,874,966260,1101,966,224,396,110,12.6,31,18.8,19.9,Non-Metro
Dec-2022,FY23,Kolkata,West Bengal,Ugaoo Website,745,736435,987,1007,186,228,96,13.0,23,28.6,9.1,Non-Metro
Dec-2022,FY23,Kolkata,West Bengal,Blinkit,257,356700,1403,327,77,86,23,9.2,6,41.2,11.6,Non-Metro
Dec-2022,FY23,Kolkata,West Bengal,Zepto,250,393073,1578,417,89,130,30,12.1,12,31.1,18.8,Non-Metro
Dec-2022,FY23,Kolkata,West Bengal,Retail Store,705,808483,1147,1159,284,263,85,12.1,33,28.9,16.5,Non-Metro
Dec-2022,FY23,Kolkata,West Bengal,Corporate Gifting,309,300163,987,401,91,108,26,8.6,12,39.1,6.5,Non-Metro
Dec-2022,FY23,Kolkata,West Bengal,Meesho,109,109000,979,130,33,41,13,12.3,4,30.1,10.0,Non-Metro
Dec-2022,FY23,Ahmedabad,Gujarat,Amazon,540,561415,1033,721,134,274,58,10.8,20,27.0,8.1,Non-Metro
Dec-2022,FY23,Ahmedabad,Gujarat,Flipkart,578,597847,1027,782,231,223,40,7.0,31,20.6,6.8,Non-Metro
Dec-2022,FY23,Ahmedabad,Gujarat,Ugaoo Website,350,309212,884,575,144,127,25,7.2,15,35.8,14.6,Non-Metro
Dec-2022,FY23,Ahmedabad,Gujarat,Blinkit,208,274125,1308,299,38,100,22,10.6,4,23.6,12.5,Non-Metro
Dec-2022,FY23,Ahmedabad,Gujarat,Zepto,239,345527,1465,356,96,117,23,9.8,10,18.3,11.8,Non-Metro
Dec-2022,FY23,Ahmedabad,Gujarat,Retail Store,506,530451,1040,780,185,239,51,10.1,10,27.0,8.8,Non-Metro
Dec-2022,FY23,Ahmedabad,Gujarat,Corporate Gifting,233,349553,1480,394,55,113,14,6.3,9,34.6,19.8,Non-Metro
Dec-2022,FY23,Ahmedabad,Gujarat,Meesho,84,101639,1154,121,29,42,5,6.3,1,41.9,7.7,Non-Metro
Dec-2022,FY23,Jaipur,Rajasthan,Amazon,537,600035,1116,903,122,204,43,8.1,30,35.4,6.9,Non-Metro
Dec-2022,FY23,Jaipur,Rajasthan,Flipkart,285,413121,1455,418,66,114,17,6.1,11,27.5,9.8,Non-Metro
Dec-2022,FY23,Jaipur,Rajasthan,Ugaoo Website,258,375032,1435,419,56,95,16,6.4,7,30.8,15.5,Non-Metro
Dec-2022,FY23,Jaipur,Rajasthan,Blinkit,164,187564,1161,248,57,75,18,11.2,6,40.4,17.9,Non-Metro
Dec-2022,FY23,Jaipur,Rajasthan,Zepto,102,156886,1584,112,24,42,6,6.1,3,20.5,11.7,Non-Metro
Dec-2022,FY23,Jaipur,Rajasthan,Retail Store,254,408144,1592,300,63,131,31,12.4,5,34.5,7.3,Non-Metro
Dec-2022,FY23,Jaipur,Rajasthan,Corporate Gifting,164,236659,1448,259,31,67,9,5.8,9,25.1,11.8,Non-Metro
Dec-2022,FY23,Jaipur,Rajasthan,Meesho,46,68907,1588,63,18,16,4,9.6,2,18.7,12.2,Non-Metro
Dec-2022,FY23,Gurgaon,Haryana,Amazon,385,373320,961,633,143,136,44,11.5,11,22.6,19.8,Non-Metro
Dec-2022,FY23,Gurgaon,Haryana,Flipkart,287,409293,1439,316,73,116,18,6.6,6,41.7,13.7,Non-Metro
Dec-2022,FY23,Gurgaon,Haryana,Ugaoo Website,348,519694,1482,457,137,164,37,10.7,18,39.6,5.3,Non-Metro
Dec-2022,FY23,Gurgaon,Haryana,Blinkit,135,197688,1432,205,48,48,15,11.6,6,41.8,18.4,Non-Metro
Dec-2022,FY23,Gurgaon,Haryana,Zepto,131,177152,1341,174,40,66,9,7.1,6,29.7,13.0,Non-Metro
Dec-2022,FY23,Gurgaon,Haryana,Retail Store,336,371076,1094,578,122,123,33,10.1,15,35.2,6.7,Non-Metro
Dec-2022,FY23,Gurgaon,Haryana,Corporate Gifting,174,207994,1180,198,49,59,17,10.1,4,40.1,19.3,Non-Metro
Dec-2022,FY23,Gurgaon,Haryana,Meesho,60,63771,1103,88,16,26,3,5.9,3,37.6,10.4,Non-Metro
Dec-2022,FY23,Noida,Uttar Pradesh,Amazon,180,269763,1485,271,37,85,20,11.3,5,40.4,17.1,Non-Metro
Dec-2022,FY23,Noida,Uttar Pradesh,Flipkart,115,147110,1262,137,28,47,13,11.4,4,22.7,11.3,Non-Metro
Dec-2022,FY23,Noida,Uttar Pradesh,Ugaoo Website,144,144345,1033,160,31,75,12,8.9,6,25.3,11.1,Non-Metro
Dec-2022,FY23,Noida,Uttar Pradesh,Blinkit,74,69093,933,103,27,32,7,9.5,1,21.0,5.7,Non-Metro
Dec-2022,FY23,Noida,Uttar Pradesh,Zepto,42,41593,1052,65,10,19,2,6.3,1,44.9,17.2,Non-Metro
Dec-2022,FY23,Noida,Uttar Pradesh,Retail Store,134,165614,1211,203,41,67,13,10.0,7,20.1,8.3,Non-Metro
Dec-2022,FY23,Noida,Uttar Pradesh,Corporate Gifting,65,85059,1347,116,19,31,6,10.7,3,21.3,13.0,Non-Metro
Dec-2022,FY23,Noida,Uttar Pradesh,Meesho,30,32176,1216,48,9,13,2,7.1,1,21.5,12.9,Non-Metro
Dec-2022,FY23,Nashik,Maharashtra,Amazon,184,176629,966,261,65,92,14,7.9,9,33.2,14.3,Non-Metro
Dec-2022,FY23,Nashik,Maharashtra,Flipkart,201,305048,1525,334,65,95,14,7.1,4,19.0,5.9,Non-Metro
Dec-2022,FY23,Nashik,Maharashtra,Ugaoo Website,100,143316,1421,157,18,54,12,12.3,4,33.0,6.8,Non-Metro
Dec-2022,FY23,Nashik,Maharashtra,Blinkit,79,108862,1412,92,23,32,7,9.4,1,42.9,10.1,Non-Metro
Dec-2022,FY23,Nashik,Maharashtra,Zepto,81,79423,1010,141,32,32,10,12.5,3,35.2,6.7,Non-Metro
Dec-2022,FY23,Nashik,Maharashtra,Retail Store,121,108042,890,144,47,55,15,12.7,2,18.6,15.2,Non-Metro
Dec-2022,FY23,Nashik,Maharashtra,Corporate Gifting,75,66022,899,107,24,28,8,11.2,3,40.9,15.8,Non-Metro
Dec-2022,FY23,Nashik,Maharashtra,Meesho,16,20499,1205,23,4,6,1,11.1,0,31.9,15.3,Non-Metro
Dec-2022,FY23,Bhopal,Madhya Pradesh,Amazon,188,186213,983,316,52,92,23,12.3,7,30.5,9.2,Non-Metro
Dec-2022,FY23,Bhopal,Madhya Pradesh,Flipkart,176,210770,1210,231,61,81,11,6.7,8,24.8,12.7,Non-Metro
Dec-2022,FY23,Bhopal,Madhya Pradesh,Ugaoo Website,174,269303,1548,201,63,86,22,12.9,9,23.1,9.0,Non-Metro
Dec-2022,FY23,Bhopal,Madhya Pradesh,Blinkit,61,69188,1180,90,15,30,5,9.1,3,22.3,5.4,Non-Metro
Dec-2022,FY23,Bhopal,Madhya Pradesh,Zepto,63,67767,1088,81,15,19,3,5.1,1,26.4,8.8,Non-Metro
Dec-2022,FY23,Bhopal,Madhya Pradesh,Retail Store,171,247275,1475,258,50,54,19,11.6,6,30.1,18.7,Non-Metro
Dec-2022,FY23,Bhopal,Madhya Pradesh,Corporate Gifting,63,71087,1097,95,21,21,7,11.8,1,42.1,8.4,Non-Metro
Dec-2022,FY23,Bhopal,Madhya Pradesh,Meesho,28,36591,1407,31,8,11,1,5.1,1,37.4,7.5,Non-Metro
Dec-2022,FY23,Indore,Madhya Pradesh,Amazon,160,150166,952,255,32,66,9,5.8,6,21.8,14.4,Non-Metro
Dec-2022,FY23,Indore,Madhya Pradesh,Flipkart,153,216742,1420,203,36,49,7,5.1,5,42.1,12.9,Non-Metro
Dec-2022,FY23,Indore,Madhya Pradesh,Ugaoo Website,89,105705,1189,153,36,37,7,8.2,2,22.8,17.2,Non-Metro
Dec-2022,FY23,Indore,Madhya Pradesh,Blinkit,73,109353,1564,99,25,36,9,12.7,3,39.7,17.2,Non-Metro
Dec-2022,FY23,Indore,Madhya Pradesh,Zepto,67,52629,860,101,18,22,8,12.5,3,31.9,11.4,Non-Metro
Dec-2022,FY23,Indore,Madhya Pradesh,Retail Store,158,187366,1188,182,60,60,10,6.7,7,26.7,14.3,Non-Metro
Dec-2022,FY23,Indore,Madhya Pradesh,Corporate Gifting,74,78926,1020,95,24,25,7,9.9,1,44.1,14.6,Non-Metro
Dec-2022,FY23,Indore,Madhya Pradesh,Meesho,23,36399,1521,27,8,8,1,5.9,0,24.3,5.9,Non-Metro
Jan-2023,FY23,Bengaluru,Karnataka,Amazon,4320,4712164,1090,6133,1132,1964,315,7.3,194,36.8,14.0,Metro
Jan-2023,FY23,Bengaluru,Karnataka,Flipkart,3743,5034436,1346,5607,1497,1665,202,5.4,169,24.0,15.9,Metro
Jan-2023,FY23,Bengaluru,Karnataka,Ugaoo Website,3334,2975493,893,4231,1271,1522,286,8.6,180,35.2,7.7,Metro
Jan-2023,FY23,Bengaluru,Karnataka,Blinkit,1776,2674427,1507,2922,733,597,177,10.0,54,40.1,8.7,Metro
Jan-2023,FY23,Bengaluru,Karnataka,Zepto,1118,1555545,1389,1559,356,442,118,10.6,34,38.2,18.7,Metro
Jan-2023,FY23,Bengaluru,Karnataka,Retail Store,4470,4762342,1066,7454,999,2430,268,6.0,91,35.5,16.6,Metro
Jan-2023,FY23,Bengaluru,Karnataka,Corporate Gifting,1897,2771333,1460,3288,494,1033,218,11.5,76,32.9,6.6,Metro
Jan-2023,FY23,Bengaluru,Karnataka,Meesho,600,934510,1564,1040,201,325,76,12.7,25,34.2,11.9,Metro
Jan-2023,FY23,Mumbai,Maharashtra,Amazon,3011,3873525,1287,4161,628,1333,289,9.6,61,18.6,11.5,Metro
Jan-2023,FY23,Mumbai,Maharashtra,Flipkart,2370,2902041,1223,3226,730,1259,199,8.4,127,18.5,6.0,Metro
Jan-2023,FY23,Mumbai,Maharashtra,Ugaoo Website,1944,2292084,1181,3299,748,608,141,7.3,41,32.3,18.1,Metro
Jan-2023,FY23,Mumbai,Maharashtra,Blinkit,1242,1429615,1151,2050,425,496,155,12.5,52,34.2,15.7,Metro
Jan-2023,FY23,Mumbai,Maharashtra,Zepto,648,698149,1084,791,225,335,35,5.5,19,21.3,15.9,Metro
