order_id,customer_id,order_date,order_month,order_quarter,channel,city,state,product_id,product_name,category,sub_category,quantity,unit_price,discount_pct,gross_value_inr,order_value,delivery_days,payment_mode,order_status,is_gift_order,replacement_claimed,delivery_rating,fy,gender,age,segment,acquisition_channel,nps_score,app_user,cost_price_inr,gross_margin_pct,maintenance_level,is_bestseller,profit,profit_margin,final_price,is_returned,year,month,month_name,quarter,risk_flag,order_month_n,order_week,order_day_of_week,age_band,delivery_speed,delivery_rating_flag,is_delivered
UGA2305264,CUST008227,2023-05-19,May-2023,Q2 FY24,Amazon,Bengaluru,Karnataka,GF001,Green Starter Kit,Gifting,Beginner Kits,1,899,5,899,854.0,2.0,Credit Card,Delivered,Standard,Not Claimed,4.0,2023-24,Female,45,Returning,Influencer,6,Non-App User,370,58.8,Not Applicable,Bestseller,502.15,58.8,854.0,No,2023,5,May,2,Low Risk,5,20,Friday,36-45,1-2 Days,Rated,1
UGA2305265,CUST009622,2024-06-08,Jun-2024,Q2 FY25,Amazon,Pune,Maharashtra,SD006,Sunflower Seeds,Seeds,Flower Seeds,3,99,25,297,223.0,3.0,Credit Card,Delivered,Gift,Not Claimed,5.0,2024-25,Male,30,Loyal,Organic Search,9,App User,20,79.8,Low,Standard,177.95,79.8,74.33,No,2024,6,Jun,2,Low Risk,6,23,Saturday,26-35,3-4 Days,Rated,1
UGA2305266,CUST008369,2025-02-22,Feb-2025,Q1 FY25,Amazon,Noida,Uttar Pradesh,PL018,Echeveria Set of 3,Live Plants,Succulents,2,299,0,598,598.0,4.5,Net Banking,Delivered,Standard,Not Claimed,5.0,2024-25,Male,23,New,Google Ads,5,Non-App User,95,68.2,Very Low,Standard,407.84,68.2,299.0,No,2025,2,Feb,1,Low Risk,2,8,Saturday,18-25,5+ Days,Rated,1
UGA2305267,CUST009575,2023-04-09,Apr-2023,Q2 FY24,Ugaoo Website,Pune,Maharashtra,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Ceramic Pots,4,319,20,1276,1021.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Female,47,Loyal,Amazon,7,App User,105,67.1,Not Applicable,Standard,685.09,67.1,255.25,No,2023,4,Apr,2,Low Risk,4,14,Sunday,46-60,1-2 Days,Rated,1
UGA2305268,CUST002649,2025-02-23,Feb-2025,Q1 FY25,Amazon,Pune,Maharashtra,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Grow Bags,1,269,20,269,215.0,3.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Female,27,Returning,Amazon,7,App User,80,70.3,Not Applicable,Standard,151.15,70.3,215.0,No,2025,2,Feb,1,Low Risk,2,8,Sunday,26-35,3-4 Days,Rated,1
UGA2305269,CUST002070,2023-08-11,Aug-2023,Q3 FY24,Blinkit,Delhi,Delhi,PL020,Bamboo Palm,Live Plants,Air Purifiers,1,799,15,799,679.0,0.5,UPI,Cancelled,Standard,Not Claimed,No Rating,2023-24,Male,49,New,Organic Search,6,App User,270,66.2,Low,Standard,449.5,66.2,679.0,No,2023,8,Aug,3,Low Risk,8,32,Friday,46-60,1-2 Days,No Rating,0
UGA2305270,CUST001619,2025-02-04,Feb-2025,Q1 FY25,Flipkart,Bengaluru,Karnataka,SD009,Basil Seeds,Seeds,Herb Seeds,1,69,15,69,76.0,3.0,UPI,Returned,Standard,Claimed,No Rating,2024-25,Female,28,Returning,Organic Search,7,App User,15,78.3,Low,Standard,59.51,78.3,76.0,Yes,2025,2,Feb,1,Low Risk,2,6,Tuesday,26-35,3-4 Days,No Rating,0
UGA2305271,CUST001670,2024-11-03,Nov-2024,Q4 FY25,Retail Store,Delhi,Delhi,PL002,Peace Lily,Live Plants,Indoor Plants,1,299,10,299,269.0,2.0,Credit Card,Delivered,Standard,Not Claimed,4.0,2024-25,Female,51,New,Word of Mouth,8,App User,90,69.9,Low,Standard,188.03,69.9,269.0,No,2024,11,Nov,4,Low Risk,11,44,Sunday,46-60,1-2 Days,Rated,1
UGA2305272,CUST005049,2024-05-25,May-2024,Q2 FY25,Amazon,Pune,Maharashtra,SD004,Chilli Hybrid Seeds,Seeds,Vegetable Seeds,1,99,0,99,99.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Female,21,Returning,Influencer,8,App User,22,77.8,Low,Standard,77.02,77.8,99.0,No,2024,5,May,2,Low Risk,5,21,Saturday,18-25,1-2 Days,Rated,1
UGA2305273,CUST003928,2024-01-08,Jan-2024,Q1 FY24,Ugaoo Website,Hyderabad,Telangana,TL001,Garden Pruner – Stainless,Tools,Pruning Tools,1,449,5,449,640.0,4.5,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,29,Returning,Word of Mouth,10,Non-App User,145,67.7,Not Applicable,Standard,433.28,67.7,640.0,No,2024,1,Jan,1,Low Risk,1,2,Monday,26-35,5+ Days,Rated,1
UGA2305274,CUST004384,2024-04-14,Apr-2024,Q2 FY25,Amazon,Mumbai,Maharashtra,SD007,Petunia Seeds,Seeds,Flower Seeds,1,119,25,119,89.0,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Male,21,New,Organic Search,9,App User,28,76.5,Medium,Standard,68.08,76.5,89.0,No,2024,4,Apr,2,Low Risk,4,15,Sunday,18-25,1-2 Days,Rated,1
UGA2305275,CUST005000,2024-09-02,Sep-2024,Q3 FY25,Ugaoo Website,Bengaluru,Karnataka,PL012,Hibiscus – Pink,Live Plants,Outdoor Plants,1,349,10,349,314.0,4.5,UPI,Cancelled,Standard,Not Claimed,No Rating,2024-25,Female,39,New,Organic Search,10,Non-App User,110,68.5,Medium,Standard,215.09,68.5,314.0,No,2024,9,Sep,3,Low Risk,9,36,Monday,36-45,5+ Days,No Rating,0
UGA2305276,CUST004950,2024-02-15,Feb-2024,Q1 FY24,Corporate Gifting,Mumbai,Maharashtra,SD006,Sunflower Seeds,Seeds,Flower Seeds,2,99,0,198,1499.0,3.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Male,39,Returning,Google Ads,10,Non-App User,20,79.8,Low,Standard,1196.2,79.8,749.5,No,2024,2,Feb,1,Low Risk,2,7,Thursday,36-45,3-4 Days,Rated,1
UGA2305277,CUST002921,2024-07-03,Jul-2024,Q3 FY25,Amazon,Bengaluru,Karnataka,GF001,Green Starter Kit,Gifting,Beginner Kits,4,899,25,3596,2364.5,4.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Female,26,New,Instagram,8,App User,370,58.8,Not Applicable,Bestseller,1569.46,58.8,674.25,No,2024,7,Jul,3,High Risk,7,27,Wednesday,26-35,3-4 Days,Rated,1
UGA2305278,CUST001805,2023-05-30,May-2023,Q2 FY24,Flipkart,Bengaluru,Karnataka,PL013,Bougainvillea,Live Plants,Outdoor Plants,1,349,10,349,314.0,2.0,Credit Card,Delivered,Standard,Not Claimed,5.0,2023-24,Male,34,Returning,Influencer,8,App User,115,67.0,Low,Standard,210.38,67.0,314.0,No,2023,5,May,2,Low Risk,5,22,Tuesday,26-35,1-2 Days,Rated,1
UGA2305279,CUST001824,2023-07-23,Jul-2023,Q3 FY24,Amazon,Hyderabad,Telangana,PL009,Rubber Plant,Live Plants,Indoor Plants,4,549,0,2196,2196.0,4.0,Debit Card,Returned,Standard,Claimed,No Rating,2023-24,Male,39,Returning,Amazon,8,Non-App User,180,67.2,Low,Standard,1475.71,67.2,549.0,Yes,2023,7,Jul,3,Low Risk,7,29,Sunday,36-45,3-4 Days,No Rating,0
UGA2305280,CUST008910,2024-08-11,Aug-2024,Q3 FY25,Flipkart,Chennai,Tamil Nadu,PL018,Echeveria Set of 3,Live Plants,Succulents,1,299,10,299,269.0,4.5,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Male,40,New,Amazon,8,App User,95,68.2,Very Low,Standard,183.46,68.2,269.0,No,2024,8,Aug,3,Low Risk,8,32,Sunday,36-45,5+ Days,Rated,1
UGA2305281,CUST010868,2023-10-05,Oct-2023,Q4 FY24,Amazon,Pune,Maharashtra,TL005,Moisture Meter,Tools,Gadgets,4,649,5,2596,2364.5,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,21,New,Word of Mouth,5,App User,200,69.2,Not Applicable,Standard,1569.46,69.2,955.5,No,2023,10,Oct,4,Low Risk,10,40,Thursday,18-25,1-2 Days,Rated,1
UGA2305282,CUST003928,2024-05-22,May-2024,Q2 FY25,Ugaoo Website,Hyderabad,Telangana,SD007,Petunia Seeds,Seeds,Flower Seeds,1,119,10,119,107.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Female,29,Returning,Word of Mouth,10,Non-App User,28,76.5,Medium,Standard,81.86,76.5,107.0,No,2024,5,May,2,Low Risk,5,21,Wednesday,26-35,1-2 Days,Rated,1
UGA2305283,CUST007074,2025-01-31,Jan-2025,Q1 FY25,Flipkart,Delhi,Delhi,PL009,Rubber Plant,Live Plants,Indoor Plants,1,549,10,549,494.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Female,23,Loyal,Instagram,6,App User,180,67.2,Low,Standard,331.97,67.2,494.0,No,2025,1,Jan,1,Low Risk,1,5,Friday,18-25,1-2 Days,Rated,1
UGA2305284,CUST006293,2023-10-22,Oct-2023,Q4 FY24,Flipkart,Pune,Maharashtra,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Chemical Fert.,1,299,5,299,440.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Female,21,New,Word of Mouth,9,App User,95,68.2,Not Applicable,Standard,300.08,68.2,440.0,No,2023,10,Oct,4,Low Risk,10,42,Sunday,18-25,1-2 Days,Rated,1
UGA2305285,CUST010328,2024-06-01,Jun-2024,Q2 FY25,Corporate Gifting,Delhi,Delhi,TL005,Moisture Meter,Tools,Gadgets,1,649,25,649,1499.0,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2024-25,Female,35,Loyal,Word of Mouth,10,Non-App User,200,69.2,Not Applicable,Standard,1037.31,69.2,1499.0,No,2024,6,Jun,2,High Risk,6,22,Saturday,26-35,1-2 Days,Rated,1
UGA2305286,CUST008658,2024-12-28,Dec-2024,Q4 FY25,Blinkit,Hyderabad,Telangana,GF002,Plant Parent Gift Box,Gifting,Gift Boxes,1,1074,5,1649,999.0,0.5,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Male,43,Returning,Google Ads,8,Non-App User,660,60.0,Not Applicable,Standard,599.4,60.0,999.0,No,2024,12,Dec,4,Low Risk,12,52,Saturday,36-45,1-2 Days,Rated,1
UGA2305287,CUST006264,2024-12-07,Dec-2024,Q4 FY25,Retail Store,Jaipur,Rajasthan,PL013,Bougainvillea,Live Plants,Outdoor Plants,1,349,0,349,610.0,3.0,UPI,Delivered,Gift,Not Claimed,3.0,2024-25,Male,43,Returning,Instagram,6,App User,115,67.0,Low,Standard,408.7,67.0,610.0,No,2024,12,Dec,4,Low Risk,12,49,Saturday,36-45,3-4 Days,Rated,1
UGA2305288,CUST011398,2023-09-19,Sep-2023,Q3 FY24,Amazon,Gurgaon,Haryana,PL010,Aglaonema Red,Live Plants,Indoor Plants,2,649,10,1298,1168.0,2.0,UPI,Cancelled,Standard,Not Claimed,No Rating,2023-24,Female,27,Loyal,Google Ads,6,App User,210,67.6,Low,Standard,789.57,67.6,584.0,No,2023,9,Sep,3,Low Risk,9,38,Tuesday,26-35,1-2 Days,No Rating,0
UGA2305289,CUST004318,2023-10-11,Oct-2023,Q4 FY24,Corporate Gifting,Hyderabad,Telangana,PL016,Aloe Vera,Live Plants,Succulents,1,249,10,249,1499.0,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,47,Loyal,Word of Mouth,7,App User,80,67.9,Very Low,Bestseller,1017.82,67.9,1499.0,No,2023,10,Oct,4,Low Risk,10,41,Wednesday,46-60,1-2 Days,Rated,1
UGA2305290,CUST004998,2024-03-03,Mar-2024,Q1 FY24,Corporate Gifting,Ahmedabad,Gujarat,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Ceramic Pots,2,319,15,638,1499.0,4.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Male,21,New,Word of Mouth,5,App User,105,67.1,Not Applicable,Standard,1005.83,67.1,749.5,No,2024,3,Mar,1,Low Risk,3,9,Sunday,18-25,3-4 Days,Rated,1
UGA2305291,CUST010114,2024-05-16,May-2024,Q2 FY25,Flipkart,Hyderabad,Telangana,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Ceramic Pots,4,319,5,1276,1212.0,2.0,UPI,Cancelled,Standard,Not Claimed,No Rating,2024-25,Male,21,New,Word of Mouth,10,App User,105,67.1,Not Applicable,Standard,813.25,67.1,303.0,No,2024,5,May,2,Low Risk,5,20,Thursday,18-25,1-2 Days,No Rating,0
UGA2305292,CUST006684,2023-05-17,May-2023,Q2 FY24,Blinkit,Ahmedabad,Gujarat,GF003,Festive Diwali Plant Hamper,Gifting,Festive Hampers,1,1074,25,2749,999.0,0.5,UPI,Delivered,Gift,Not Claimed,3.0,2023-24,Female,25,Returning,Google Ads,10,Non-App User,1100,60.0,Not Applicable,Bestseller,599.4,60.0,999.0,No,2023,5,May,2,High Risk,5,20,Wednesday,18-25,1-2 Days,Rated,1
UGA2305293,CUST005790,2024-07-19,Jul-2024,Q3 FY25,Zepto,Bengaluru,Karnataka,TL001,Garden Pruner – Stainless,Tools,Pruning Tools,2,449,15,898,763.0,0.5,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Male,40,Loyal,Instagram,7,App User,145,67.7,Not Applicable,Standard,516.55,67.7,381.5,No,2024,7,Jul,3,Low Risk,7,29,Friday,36-45,1-2 Days,Rated,1
UGA2305294,CUST001732,2023-12-13,Dec-2023,Q4 FY24,Flipkart,Bengaluru,Karnataka,GF001,Green Starter Kit,Gifting,Beginner Kits,1,899,10,899,809.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Male,31,Returning,Word of Mouth,10,App User,370,58.8,Not Applicable,Bestseller,475.69,58.8,809.0,No,2023,12,Dec,4,Low Risk,12,50,Wednesday,26-35,1-2 Days,Rated,1
UGA2305295,CUST004850,2024-06-26,Jun-2024,Q2 FY25,Retail Store,Bengaluru,Karnataka,PL019,Areca Palm,Live Plants,Air Purifiers,1,749,10,749,674.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,29,New,Organic Search,7,Non-App User,250,66.6,Low,Standard,448.88,66.6,674.0,No,2024,6,Jun,2,Low Risk,6,26,Wednesday,26-35,1-2 Days,Rated,1
UGA2305296,CUST010834,2025-03-19,Mar-2025,Q1 FY25,Ugaoo Website,Pune,Maharashtra,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Chemical Fert.,1,299,0,299,299.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,26,Loyal,Instagram,8,Non-App User,95,68.2,Not Applicable,Standard,203.92,68.2,299.0,No,2025,3,Mar,1,Low Risk,3,12,Wednesday,26-35,1-2 Days,Rated,1
UGA2305297,CUST003199,2023-06-07,Jun-2023,Q2 FY24,Zepto,Delhi,Delhi,PL011,Rose – Red (Grafted),Live Plants,Outdoor Plants,1,399,5,399,379.0,0.5,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Female,27,Returning,Word of Mouth,8,App User,130,67.4,High,Standard,255.45,67.4,379.0,No,2023,6,Jun,2,Low Risk,6,23,Wednesday,26-35,1-2 Days,Rated,1
UGA2305298,CUST006960,2025-01-18,Jan-2025,Q1 FY25,Flipkart,Pune,Maharashtra,PL016,Aloe Vera,Live Plants,Succulents,2,249,0,498,498.0,3.0,UPI,Cancelled,Standard,Not Claimed,No Rating,2024-25,Female,54,New,Instagram,9,App User,80,67.9,Very Low,Bestseller,338.14,67.9,249.0,No,2025,1,Jan,1,Low Risk,1,3,Saturday,46-60,3-4 Days,No Rating,0
UGA2305299,CUST001646,2023-08-10,Aug-2023,Q3 FY24,Zepto,Ahmedabad,Gujarat,SD003,Coriander Seeds (50g),Seeds,Vegetable Seeds,2,59,5,118,112.0,0.5,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,60,Returning,Google Ads,10,Non-App User,12,79.7,Low,Standard,89.26,79.7,56.0,No,2023,8,Aug,3,Low Risk,8,32,Thursday,46-60,1-2 Days,Rated,1
UGA2305300,CUST005891,2023-06-04,Jun-2023,Q2 FY24,Retail Store,Mumbai,Maharashtra,PL002,Peace Lily,Live Plants,Indoor Plants,1,299,25,299,224.0,3.0,UPI,Returned,Standard,Not Claimed,No Rating,2023-24,Female,31,Returning,Word of Mouth,7,App User,90,69.9,Low,Standard,156.58,69.9,224.0,No,2023,6,Jun,2,Low Risk,6,22,Sunday,26-35,3-4 Days,No Rating,0
UGA2305301,CUST007371,2024-09-14,Sep-2024,Q3 FY25,Corporate Gifting,Jaipur,Rajasthan,TL002,Watering Can 2L,Tools,Watering,1,299,10,299,1499.0,2.0,Credit Card,Delivered,Standard,Not Claimed,3.0,2024-25,Male,38,Returning,Instagram,7,App User,95,68.2,Not Applicable,Standard,1022.32,68.2,1499.0,No,2024,9,Sep,3,Low Risk,9,37,Saturday,36-45,1-2 Days,Rated,1
UGA2305302,CUST004485,2024-12-20,Dec-2024,Q4 FY25,Flipkart,Mumbai,Maharashtra,TL005,Moisture Meter,Tools,Gadgets,1,649,0,649,1135.0,2.0,UPI,Returned,Standard,Not Claimed,No Rating,2024-25,Male,33,Loyal,Instagram,7,Non-App User,200,69.2,Not Applicable,Standard,785.42,69.2,1135.0,No,2024,12,Dec,4,Low Risk,12,51,Friday,26-35,1-2 Days,No Rating,0
UGA2305303,CUST003906,2023-05-17,May-2023,Q2 FY24,Retail Store,Delhi,Delhi,GF001,Green Starter Kit,Gifting,Beginner Kits,1,899,0,899,899.0,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Male,28,New,Instagram,8,Non-App User,370,58.8,Not Applicable,Bestseller,528.61,58.8,899.0,No,2023,5,May,2,Low Risk,5,20,Wednesday,26-35,1-2 Days,Rated,1
UGA2305304,CUST008915,2023-07-13,Jul-2023,Q3 FY24,Blinkit,Delhi,Delhi,TL002,Watering Can 2L,Tools,Watering,1,299,5,299,284.0,0.5,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Male,37,New,Instagram,7,App User,95,68.2,Not Applicable,Standard,193.69,68.2,284.0,No,2023,7,Jul,3,Low Risk,7,28,Thursday,36-45,1-2 Days,Rated,1
UGA2305305,CUST008389,2024-10-03,Oct-2024,Q4 FY25,Flipkart,Delhi,Delhi,SD003,Coriander Seeds (50g),Seeds,Vegetable Seeds,3,59,0,177,274.0,4.0,COD,Delivered,Standard,Not Claimed,3.0,2024-25,Female,25,Returning,Google Ads,6,App User,12,79.7,Low,Standard,218.38,79.7,91.33,No,2024,10,Oct,4,Low Risk,10,40,Thursday,18-25,3-4 Days,Rated,1
UGA2305306,CUST008013,2023-11-28,Nov-2023,Q4 FY24,Flipkart,Bengaluru,Karnataka,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Ceramic Pots,1,319,0,319,319.0,2.0,Credit Card,Delivered,Standard,Not Claimed,5.0,2023-24,Male,32,New,Instagram,5,App User,105,67.1,Not Applicable,Standard,214.05,67.1,319.0,No,2023,11,Nov,4,Low Risk,11,48,Tuesday,26-35,1-2 Days,Rated,1
UGA2305307,CUST007484,2024-07-17,Jul-2024,Q3 FY25,Flipkart,Delhi,Delhi,PL018,Echeveria Set of 3,Live Plants,Succulents,1,299,25,299,224.0,3.0,UPI,Delivered,Gift,Not Claimed,5.0,2024-25,Female,33,Returning,Organic Search,7,App User,95,68.2,Very Low,Standard,152.77,68.2,224.0,No,2024,7,Jul,3,Low Risk,7,29,Wednesday,26-35,3-4 Days,Rated,1
UGA2305308,CUST004086,2023-07-27,Jul-2023,Q3 FY24,Ugaoo Website,Bengaluru,Karnataka,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Grow Bags,4,269,10,1076,968.0,4.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Male,37,Loyal,Organic Search,8,App User,80,70.3,Not Applicable,Standard,680.5,70.3,242.0,No,2023,7,Jul,3,Low Risk,7,30,Thursday,36-45,3-4 Days,Rated,1
UGA2305309,CUST000806,2024-03-12,Mar-2024,Q1 FY24,Retail Store,Delhi,Delhi,GF002,Plant Parent Gift Box,Gifting,Gift Boxes,1,1074,10,1649,1484.0,3.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,37,Returning,Instagram,10,Non-App User,660,60.0,Not Applicable,Standard,890.4,60.0,1484.0,No,2024,3,Mar,1,Low Risk,3,11,Tuesday,36-45,3-4 Days,Rated,1
UGA2305310,CUST007548,2024-05-30,May-2024,Q2 FY25,Flipkart,Mumbai,Maharashtra,SD005,Marigold Seeds,Seeds,Flower Seeds,2,79,5,158,150.0,2.0,UPI,Delivered,Standard,Not Claimed,5.0,2024-25,Male,24,Returning,Google Ads,8,App User,16,79.7,Low,Standard,119.55,79.7,75.0,No,2024,5,May,2,Low Risk,5,22,Thursday,18-25,1-2 Days,Rated,1
UGA2305311,CUST006310,2023-08-11,Aug-2023,Q3 FY24,Flipkart,Indore,Madhya Pradesh,PL005,Golden Pothos,Live Plants,Indoor Plants,2,199,15,398,338.0,4.5,UPI,Delivered,Standard,Not Claimed,5.0,2023-24,Female,41,New,Influencer,8,App User,60,69.8,Very Low,Bestseller,235.92,69.8,169.0,No,2023,8,Aug,3,Low Risk,8,32,Friday,36-45,5+ Days,Rated,1
UGA2305312,CUST001133,2024-10-05,Oct-2024,Q4 FY25,Retail Store,Pune,Maharashtra,PL011,Rose – Red (Grafted),Live Plants,Outdoor Plants,3,399,0,1197,1197.0,2.0,Credit Card,Delivered,Standard,Not Claimed,4.0,2024-25,Female,33,New,Google Ads,8,App User,130,67.4,High,Standard,806.78,67.4,399.0,No,2024,10,Oct,4,Low Risk,10,40,Saturday,26-35,1-2 Days,Rated,1
UGA2305313,CUST009228,2024-06-15,Jun-2024,Q2 FY25,Amazon,Bengaluru,Karnataka,SD003,Coriander Seeds (50g),Seeds,Vegetable Seeds,3,59,5,177,168.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,29,New,Instagram,5,Non-App User,12,79.7,Low,Standard,133.9,79.7,56.0,No,2024,6,Jun,2,Low Risk,6,24,Saturday,26-35,1-2 Days,Rated,1
UGA2305314,CUST011746,2024-11-17,Nov-2024,Q4 FY25,Retail Store,Hyderabad,Telangana,PL019,Areca Palm,Live Plants,Air Purifiers,1,749,5,749,712.0,4.5,Credit Card,Delivered,Gift,Not Claimed,5.0,2024-25,Female,22,Returning,Google Ads,8,Non-App User,250,66.6,Low,Standard,474.19,66.6,712.0,No,2024,11,Nov,4,Low Risk,11,46,Sunday,18-25,5+ Days,Rated,1
UGA2305315,CUST005874,2024-10-07,Oct-2024,Q4 FY25,Zepto,Mumbai,Maharashtra,SD006,Sunflower Seeds,Seeds,Flower Seeds,1,99,20,99,79.0,0.5,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,35,New,Google Ads,8,App User,20,79.8,Low,Standard,63.04,79.8,79.0,No,2024,10,Oct,4,Low Risk,10,41,Monday,26-35,1-2 Days,Rated,1
UGA2305316,CUST005068,2023-05-26,May-2023,Q2 FY24,Ugaoo Website,Kolkata,West Bengal,SD005,Marigold Seeds,Seeds,Flower Seeds,1,79,25,79,59.0,3.0,UPI,Delivered,Standard,Not Claimed,3.0,2023-24,Male,31,Returning,Influencer,10,Non-App User,16,79.7,Low,Standard,47.02,79.7,59.0,No,2023,5,May,2,Low Risk,5,21,Friday,26-35,3-4 Days,Rated,1
UGA2305317,CUST004630,2024-08-01,Aug-2024,Q3 FY25,Retail Store,Bengaluru,Karnataka,SD001,Cherry Tomato Seeds,Seeds,Vegetable Seeds,1,89,25,89,67.0,2.0,COD,Delivered,Standard,Not Claimed,3.0,2024-25,Male,27,Returning,Organic Search,6,App User,18,79.8,Low,Bestseller,53.47,79.8,67.0,No,2024,8,Aug,3,Low Risk,8,31,Thursday,26-35,1-2 Days,Rated,1
UGA2305318,CUST002221,2024-08-17,Aug-2024,Q3 FY25,Retail Store,Noida,Uttar Pradesh,FR002,Organic Vermicompost (2kg),Fertilisers,Organic Fert.,2,349,0,698,698.0,1.0,UPI,Returned,Standard,Not Claimed,No Rating,2024-25,Female,34,New,Word of Mouth,6,Non-App User,110,68.5,Not Applicable,Bestseller,478.13,68.5,349.0,No,2024,8,Aug,3,Low Risk,8,33,Saturday,26-35,1-2 Days,No Rating,0
UGA2305319,CUST007556,2023-11-22,Nov-2023,Q4 FY24,Amazon,Bengaluru,Karnataka,FR004,Bone Meal Fertiliser (500g),Fertilisers,Organic Fert.,1,299,15,299,469.0,2.0,UPI,Delivered,Gift,Not Claimed,3.0,2023-24,Female,29,Loyal,Google Ads,6,App User,100,66.6,Not Applicable,Standard,312.35,66.6,469.0,No,2023,11,Nov,4,Low Risk,11,47,Wednesday,26-35,1-2 Days,Rated,1
UGA2305320,CUST005044,2024-08-13,Aug-2024,Q3 FY25,Amazon,Pune,Maharashtra,FR003,Seaweed Liquid Fertiliser,Fertilisers,Liquid Fert.,2,249,10,498,448.0,3.0,UPI,Cancelled,Standard,Not Claimed,No Rating,2024-25,Female,27,New,Word of Mouth,6,App User,80,67.9,Not Applicable,Standard,304.19,67.9,224.0,No,2024,8,Aug,3,Low Risk,8,33,Tuesday,26-35,3-4 Days,No Rating,0
UGA2305321,CUST002557,2023-07-03,Jul-2023,Q3 FY24,Meesho,Noida,Uttar Pradesh,PL006,ZZ Plant,Live Plants,Indoor Plants,3,499,5,1497,1422.0,2.0,Credit Card,Delivered,Gift,Not Claimed,3.0,2023-24,Female,47,New,Email,7,App User,160,67.9,Very Low,Standard,965.54,67.9,474.0,No,2023,7,Jul,3,Low Risk,7,27,Monday,46-60,1-2 Days,Rated,1
UGA2305322,CUST000824,2024-02-01,Feb-2024,Q1 FY24,Amazon,Jaipur,Rajasthan,SD006,Sunflower Seeds,Seeds,Flower Seeds,2,99,5,198,244.0,2.0,UPI,Delivered,Standard,Not Claimed,4.0,2023-24,Female,42,New,Email,9,Non-App User,20,79.8,Low,Standard,194.71,79.8,122.0,No,2024,2,Feb,1,Low Risk,2,5,Thursday,36-45,1-2 Days,Rated,1
UGA2305323,CUST011230,2024-12-10,Dec-2024,Q4 FY25,Ugaoo Website,Pune,Maharashtra,TL003,Premium Potting Mix 5kg,Tools,Soil & Media,1,399,5,399,379.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,45,Loyal,Word of Mouth,8,App User,130,67.4,Not Applicable,Standard,255.45,67.4,379.0,No,2024,12,Dec,4,Low Risk,12,50,Tuesday,36-45,1-2 Days,Rated,1
UGA2305324,CUST007509,2023-06-24,Jun-2023,Q2 FY24,Retail Store,Pune,Maharashtra,SD001,Cherry Tomato Seeds,Seeds,Vegetable Seeds,2,89,5,178,169.0,2.0,UPI,Returned,Standard,Claimed,No Rating,2023-24,Female,30,Returning,Word of Mouth,8,App User,18,79.8,Low,Bestseller,134.86,79.8,84.5,Yes,2023,6,Jun,2,Low Risk,6,25,Saturday,26-35,1-2 Days,No Rating,0
UGA2305325,CUST008559,2024-08-08,Aug-2024,Q3 FY25,Amazon,Chennai,Tamil Nadu,SD002,Spinach Seeds (50g),Seeds,Vegetable Seeds,1,69,20,69,55.0,2.0,UPI,Delivered,Standard,Not Claimed,3.0,2024-25,Female,37,Loyal,Word of Mouth,6,Non-App User,14,79.7,Low,Standard,43.84,79.7,55.0,No,2024,8,Aug,3,Low Risk,8,32,Thursday,36-45,1-2 Days,Rated,1
